Tempo,Vazao
1651,292.37
1652,292.084
1653,292.084
1654,291.799
1655,291.799
1656,291.514
1657,291.514
1658,291.231
1659,290.947
1660,290.664
1661,290.664
1662,290.382
1663,290.089
1664,290.089
1665,289.805
1666,289.524
1667,289.524
1668,289.245
1669,289.245
1670,288.965
1671,288.965
1672,288.686
1673,288.686
1674,288.407
1675,288.13
1676,288.13
1677,288.13
1678,287.853
1679,287.576
1680,287.576
1681,287.299
1682,287.299
1683,287.024
1684,286.748
1685,286.748
1686,286.748
1687,286.474
1688,286.199
1689,286.199
1690,285.82
1691,285.82
1692,285.82
1693,284.797
1694,284.797
1695,284.527
1696,284.527
1697,284.256
1698,284.256
1699,283.986
1700,283.986
1701,283.717
1702,283.448
1703,283.448
1704,283.448
1705,283.179
1706,282.857
1707,282.857
1708,282.588
1709,282.588
1710,282.588
1711,282.321
1712,282.054
1713,282.054
1714,281.789
1715,281.789
1716,281.524
1717,281.258
1718,281.258
1719,280.959
1720,280.959
1721,280.58
1722,280.446
1723,280.18
1724,280.18
1725,279.919
1726,279.919
1727,279.919
1728,279.656
1729,279.395
1730,279.395
1731,279.134
1732,278.874
1733,278.874
1734,278.874
1735,278.614
1736,278.355
1737,278.355
1738,278.096
1739,278.096
1740,278.096
1741,277.837
1742,277.837
1743,277.579
1744,277.322
1745,277.322
1746,277.064
1747,276.808
1748,276.808
1749,276.808
1750,276.553
1751,276.296
1752,276.296
1753,276.042
1754,275.787
1755,275.787
1756,275.533
1757,275.533
1758,275.279
1759,275.026
1760,275.026
1761,275.026
1762,274.774
1763,274.774
1764,274.521
1765,274.269
1766,274.269
1767,274.018
1768,273.767
1769,273.767
1770,273.767
1771,273.517
1772,273.517
1773,273.267
1774,273.017
1775,273.017
1776,272.765
1777,272.508
1778,272.508
1779,272.258
1780,271.944
1781,271.944
1782,271.669
1783,271.669
1784,271.421
1785,271.421
1786,271.174
1787,270.929
1788,270.929
1789,270.684
1790,270.684
1791,270.439
1792,270.439
1793,270.194
1794,270.194
1795,269.951
1796,269.951
1797,269.707
1798,269.464
1799,269.464
1800,269.464
1801,269.221
1802,268.979
1803,268.979
1804,268.737
1805,268.496
1806,268.496
1807,268.255
1808,268.015
1809,268.015
1810,267.774
1811,267.535
1812,267.535
1813,267.296
1814,267.296
1815,267.296
1816,267.057
1817,267.057
1818,266.818
1819,266.581
1820,266.581
1821,266.581
1822,266.344
1823,266.344
1824,266.083
1825,266.083
1826,265.847
1827,265.847
1828,265.61
1829,265.61
1830,265.374
1831,265.374
1832,265.139
1833,265.139
1834,264.904
1835,264.904
1836,264.558
1837,264.558
1838,264.558
1839,264.219
1840,263.983
1841,263.983
1842,263.71
1843,263.478
1844,263.478
1845,263.246
1846,263.015
1847,263.015
1848,263.015
1849,262.75
1850,262.75
1851,262.475
1852,262.195
1853,262.195
1854,262.195
1855,261.853
1856,261.853
1857,261.532
1858,261.302
1859,261.302
1860,260.972
1861,260.854
1862,260.624
1863,260.325
1864,260.097
1865,260.097
1866,260.097
1867,259.871
1868,259.871
1869,259.646
1870,259.42
1871,259.42
1872,259.42
1873,259.196
1874,258.862
1875,258.862
1876,258.637
1877,258.637
1878,258.413
1879,258.19
1880,258.19
1881,258.19
1882,257.967
1883,257.745
1884,257.745
1885,257.523
1886,257.523
1887,257.523
1888,257.079
1889,257.079
1890,257.079
1891,256.759
1892,256.759
1893,256.439
1894,256.439
1895,256.217
1896,255.998
1897,255.998
1898,255.779
1899,255.779
1900,255.561
1901,255.561
1902,255.343
1903,255.124
1904,255.124
1905,254.907
1906,254.907
1907,254.69
1908,254.69
1909,254.473
1910,254.256
1911,254.256
1912,254.04
1913,253.825
1914,249.352
1915,249.144
1916,249.144
1917,248.938
1918,245.574
1919,243.439
1920,243.439
1921,242.959
1922,242.959
1923,242.959
1924,242.565
1925,242.565
1926,242.565
1927,242.368
1928,242.172
1929,242.172
1930,241.976
1931,241.78
1932,241.78
1933,241.585
1934,241.585
1935,241.314
1936,239.384
1937,239.108
1938,239.108
1939,238.916
1940,238.725
1941,238.725
1942,238.535
1943,238.535
1944,238.345
1945,238.345
1946,238.155
1947,238.155
1948,237.966
1949,237.966
1950,237.777
1951,237.777
1952,237.587
1953,237.587
1954,237.399
1955,237.399
1956,237.21
1957,237.022
1958,237.022
1959,236.834
1960,236.834
1961,236.564
1962,236.564
1963,236.189
1964,236.189
1965,236.189
1966,236.003
1967,236.003
1968,235.817
1969,235.631
1970,235.631
1971,235.445
1972,235.26
1973,235.26
1974,235.075
1975,235.075
1976,234.891
1977,234.891
1978,234.706
1979,234.706
1980,234.522
1981,234.339
1982,234.339
1983,234.339
1984,234.155
1985,233.972
1986,233.972
1987,233.789
1988,233.789
1989,233.526
1990,233.343
1991,233.343
1992,233.161
1993,232.979
1994,232.979
1995,232.798
1996,232.798
1997,232.617
1998,232.617
1999,232.436
2000,232.436
2001,232.255
2002,232.255
2003,232.075
2004,232.075
2005,231.895
2006,231.716
2007,231.716
2008,231.536
2009,231.536
2010,231.357
2011,231.178
2012,231.178
2013,231.178
2014,230.999
2015,230.999
2016,230.821
2017,230.557
2018,230.557
2019,230.378
2020,230.114
2021,230.114
2022,229.929
2023,229.929
2024,229.753
2025,229.753
2026,229.577
2027,229.577
2028,229.401
2029,229.225
2030,229.225
2031,229.225
2032,229.049
2033,229.049
2034,228.874
2035,228.699
2036,228.699
2037,228.524
2038,228.524
2039,228.349
2040,228.349
2041,228.175
2042,228.175
2043,228.001
2044,227.827
2045,227.653
2046,227.653
2047,227.45
2048,227.45
2049,227.277
2050,227.046
2051,227.046
2052,226.872
2053,226.872
2054,226.872
2055,226.625
2056,226.452
2057,226.452
2058,226.452
2059,226.281
